Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
YUM,Yum! Brands,101.85,-0.32,-0.31%,102.01,100.36,1145500,01/03/20
ZBH,Zimmer Biomet Holdings,148.81,-0.39,-0.26%,149.68,145.96,963400,01/03/20
ZBRA,Zebra Technologies,256.05,-3.09,-1.19%,258.65,254.88,305300,01/03/20
ZION,Zions Bancorp,51.7,-0.74,-1.41%,51.89,51.16,1215800,01/03/20
ZTS,Zoetis Inc Cl A,134.16,0.02,+0.01%,134.91,132.27,1274400,01/03/20
