Symbol,Company Name
WIFI,"Boingo Wireless, Inc. "
WIL,Barclays PLC Barclays Women in Leadership ETN
WILC,G. Willi
WINA,Winmark Corporation 
WINC,Western Asset Short Duration Income ETF
WING,Wingstop Inc. 
WINS,Wins Finance Holdings Inc. 
WIP,SPDR FTSE International Government Inflation
WIRE,Encore Wire Corporation 
WISA,"Summit Wireless Technologies, Inc. "
WIT,Wipro Limited Common Stock
WIW,Western Asset Inflation
WIX,Wix.com Ltd. 
WK,Workiva Inc. Class A Common Stock
WKHS,"Workhorse Group, Inc. "
WLDN,"Willdan Group, Inc. "
WLDR,Affinity World Leaders Equity ETF 
WLFC,Willis Lease Finance Corporation 
WLH,Lyon William Homes Common Stock (Class A)
WLK,Westlake Chemical Corporation Common Stock
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests
WLL,Whiting Petroleum Corporation Common Stock
WLTW,Willis Towers Watson Public Limited Company 
WM,"Waste Management, Inc. Common Stock"
WMB,"Williams Companies, Inc. (The) Common Stock"
WMC,Western Asset Mortgage Capital Corporation Common Stock
WMGI,Wright Medical Group N.V. 
WMK,"Weis Markets, Inc. Common Stock"
WMS,"Advanced Drainage Systems, Inc. Common Stock"
WMT,Walmart Inc. Common Stock
WMW,"DEUTSCHE BANK AKTIENGESELLSCHAFT ELEMENTS Linked to the Morningstar Wide Moat Focus Total Return Index due October 24, 2022"
WNC,Wabash National Corporation Common Stock
WNEB,"Western New England Bancorp, Inc. "
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey)
WOMN,Impact Shares Trust I ETF Impact Shares YWCA Womenas Empowerment ETF
WOOD,iShares S&P Global Timber & Forestry Index Fund
WOR,"Worthington Industries, Inc. Common Stock"
WORX,SCWorx Corp. 
WOW,"WideOpenWest, Inc. Common Stock"
WP,"Worldpay, Inc. Class A Common Stock"
WPC,W.P. Carey Inc. REIT
WPG,Washington Prime Group Inc. Common Stock
WPG$H,Washington Prime Group Inc. 7.5% Series H Cumulative Redeemable Preferred SBI
WPG$I,Washington Prime Group Inc. 6.875% Series I Cumulative Redeemable Preferred SBI
WPM,Wheaton Precious Metals Corp Common Shares (Canada)
WPP,WPP plc American Depositary Shares
WPRT,Westport Fuel Systems Inc 
WPS,iShares International Developed Property ETF
WPX,"WPX Energy, Inc. Common Stock"
WRB,W.R. Berkley Corporation Common Stock
WRB$B,W.R. Berkley Corporation 5.625% Subordinated Debentures due 2053
WRB$C,W.R. Berkley Corporation 5.900% Subordinated Debentures due 2056
WRB$D,W.R. Berkley Corporation 5.75% Subordinated Debentures due 2056
WRB$E,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058
WRE,Washington Real Estate Investment Trust Common Stock
WRI,Weingarten Realty Investors Common Stock
WRK,Westrock Company Common Stock
WRLD,World Acceptance Corporation 
WRLS,Pensare Acquisition Corp. 
WRLSR,Pensare Acquisition Corp. 
WRLSU,Pensare Acquisition Corp. 
WRLSW,Pensare Acquisition Corp. 
WRN,Western Copper and Gold Corporation Common Stock
WRTC,"Wrap Technologies, Inc. "
WSBC,"WesBanco, Inc. "
WSBF,"Waterstone Financial, Inc. "
WSC,WillScot Corporation 
WSFS,WSFS Financial Corporation 
WSM,Williams
WSO,"Watsco, Inc. Common Stock"
WSO.B,"Watsco, Inc. Class B Common Stock"
WSR,Whitestone REIT Common Shares
WST,"West Pharmaceutical Services, Inc. Common Stock"
WSTG,"Wayside Technology Group, Inc. "
WSTL,"Westell Technologies, Inc. "
WTBA,West Bancorporation 
WTER,The Alkaline Water Company Inc. 
WTFC,Wintrust Financial Corporation 
WTFCM,Wintrust Financial Corporation 
WTI,"W&T Offshore, Inc. Common Stock"
WTID,UBS ETRACS 
WTIU,UBS ETRACS 
WTM,"White Mountains Insurance Group, Ltd. Common Stock"
WTMF,WisdomTree Managed Futures Strategy Fund
WTR,"Aqua America, Inc. Common Stock"
WTRH,Waitr Holdings Inc. 
WTS,"Watts Water Technologies, Inc. Class A Common Stock"
WTT,"Wireless Telecom Group,  Inc. Common Stock"
WTTR,"Select Energy Services, Inc. Class A Common Stock"
WTW,Weight Watchers International Inc 
WU,Western Union Company (The) Common Stock
WUBA,"58.com Inc. American Depositary Shares, each representing 2 Class A Ordinary Shares"
WVE,Wave Life Sciences Ltd. 
WVFC,WVS Financial Corp. 
WVVI,"Willamette Valley Vineyards, Inc. "
WVVIP,"Willamette Valley Vineyards, Inc. "
WWD,"Woodward, Inc. "
WWE,"World Wrestling Entertainment, Inc. Class A Common Stock"
WWR,"Westwater Resources, Inc. "
WWW,"Wolverine World Wide, Inc. Common Stock"
WY,Weyerhaeuser Company Common Stock
WYDE,ProShares CDS Short North American HY Credit ETF
WYND,"Wyndham Destinations, Inc. Common  Stock"
WYNN,"Wynn Resorts, Limited "
WYY,WidePoint Corporation Common Stock
X,United States Steel Corporation Common Stock
XAN,Exantas Capital Corp.
XAN$C,Exantas Capital Corp. 
XAR,SPDR S&P Aerospace & Defense ETF
XBI,SPDR Series Trust  SPDR S&P Biotech ETF
XBIO,"Xenetic Biosciences, Inc. "
XBIT,XBiotech Inc. 
XBUY,Amplify International Online Retail ETF
XCEM,Columbia EM Core ex
XCOM,ProShares Ultra Communication Services Select Sector
XDIV,U.S. Equity Ex
XEC,Cimarex Energy Co Common Stock
XEL,Xcel Energy Inc. 
XELA,"Exela Technologies, Inc. "
XELB,"Xcel Brands, Inc "
XENE,Xenon Pharmaceuticals Inc. 
XENT,"Intersect ENT, Inc. "
XERS,"Xeris Pharmaceuticals, Inc. "
XES,SPDR Series Trust SPDR S&P Oil & Gas Equipment & Services ETF
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust Common Shares of Beneficial Interest
XFOR,"X4 Pharmaceuticals, Inc. "
XHB,SPDR Series Trust SPDR Homebuilders ETF
XHE,SPDR S&P Health Care Equipment
XHR,"Xenia Hotels & Resorts, Inc. Common Stock"
XHS,SPDR S&P Health Care Services ETF
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares
XINA,SPDR MSCI China A Shares IMI ETF
XITK,SPDR FactSet Innovative Technology ETF
XKCP,SPDR Kensho Clean Power ETF
XKFF,SPDR Kensho Final Frontiers ETF
XKFS,SPDR Kensho Future Security ETF
XKII,SPDR Kensho Intelligent Structures ETF
XKST,SPDR Kensho Smart Mobility ETF
XLB,Materials Select Sector SPDR
XLC,The Communication Services Select Sector SPDR Fund
XLE,SPDR Select Sector Fund 
XLEY,Cushing Energy & MLP ETF
XLF,SPDR Select Sector Fund 
XLG,Invesco S&P 500 Top 50 ETF
XLI,SPDR Select Sector Fund 
XLK,SPDR Select Sector Fund 
XLNX,"Xilinx, Inc. "
XLP,SPDR Select Sector Fund 
XLRE,Real Estate Select Sector SPDR Fund (The)
XLRN,Acceleron Pharma Inc. 
XLSY,Cushing Energy Supply Chain & MLP ETF
XLTY,Cushing Transportation & MLP ETF
XLU,SPDR Select Sector Fund 
XLUY,Cushing Utility & MLP ETF
XLV,SPDR Select Sector Fund 
XLY,SPDR Select Sector Fund 
XME,SPDR S&P Metals & Mining ETF
XMLV,Invesco S&P MidCap Low Volatility ETF
XMPT,VanEck Vectors CEF Municipal Income ETF
XMX,WisdomTree Global ex
XNCR,"Xencor, Inc. "
XNET,Xunlei Limited 
XNTK,SPDR NYSE Technology ETF
XOG,"Extraction Oil & Gas, Inc. "
XOM,Exxon Mobil Corporation Common Stock
XOMA,XOMA Corporation 
XON,Intrexon Corporation 
XONE,The ExOne Company 
XOP,SPDR S&P Oil & Gas Explor & Product
XPER,Xperi Corporation  
XPH,SPDR S&P Pharmaceuticals ETF
XPL,Solitario Zinc Corp. Common Stock
XPO,"XPO Logistics, Inc."
XPP,ProShares Ultra FTSE China 50
XRAY,DENTSPLY SIRONA Inc. 
XRF,"China Rapid Finance Limited American Depositary Shares, each representing one Class A Ordinary Share"
XRLV,Invesco S&P 500 ex
XRT,SPDR S&P Retail ETF
XRX,Xerox Corporation Common Stock
XSD,SPDR S&P Semiconductor ETF
XSHD,Invesco S&P SmallCap High Dividend Low Volatility ETF
XSHQ,Invesco S&P SmallCap Quality ETF
XSLV,Invesco S&P SmallCap Low Volatility ETF
XSOE,WisdomTree Emerging Markets Ex
XSPA,"XpresSpa Group, Inc.  "
XSW,SPDR S&P Software & Services ETF
XT,iShares Exponential Technologies ETF
XTH,SPDR S&P Technology Hardware ETF
XTL,SPDR S&P Telecom ETF
XTLB,XTL Biopharmaceuticals Ltd. 
XTN,SPDR S&P Transportation ETF
XTNT,"Xtant Medical Holdings, Inc. Common Stock"
XUSA,QuantX Dynamic Beta US Equity ETF
XVZ,iPath S&P 500 Dynamic VIX ETN
XWEB,SPDR S&P Internet ETF
XXII,"22nd Century Group, Inc. Common Stock"
XYF,"X Financial American Depositary Shares, each representing two Class A Ordinary Shares"
XYL,Xylem Inc. Common Stock New
Y,Alleghany Corporation Common Stock
YANG,Direxion Daily FTSE China Bear 3x Shares
