Symbol,Company Name
HCCH,HL Acquisitions Corp. 
HCCHR,HL Acquisitions Corp. 
HCCHU,HL Acquisitions Corp. 
HCCHW,HL Acquisitions Corp. 
HCCI,Heritage
HCFT,"Hunt Companies Finance Trust, Inc. Common Stock"
HCHC,"HC2 Holdings, Inc. Common Stock"
HCI,"HCI Group, Inc. Common Stock"
HCKT,"The Hackett Group, Inc. "
HCLP,Hi
HCM,Hutchison China MediTech Limited 
HCP,"HCP, Inc. Common Stock"
HCSG,"Healthcare Services Group, Inc. "
HCXY,"Hercules Capital, Inc. 6.25% Notes due 2033"
HCXZ,"Hercules Capital, Inc. 5.25% Notes due 2025"
HD,"Home Depot, Inc. (The) Common Stock"
HDAW,Xtrackers MSCI All World ex US High Dividend Yield Equity ETF
HDB,HDFC Bank Limited Common Stock
HDEF,Xtrackers MSCI EAFE High Dividend Yield Equity ETF
HDG,ProShares Hedge Replication ETF
HDGE,Ranger Equity Bear Bear ETF
HDLV,"ETRACS Montly Pay 2xLeveraged US High Dividend Low Volatility ETN due September 30, 2044"
HDMV,First Trust Exchange
HDS,"HD Supply Holdings, Inc. "
HDSN,"Hudson Technologies, Inc. "
HDV,iShares Core High Dividend ETF
HE,"Hawaiian Electric Industries, Inc. Common Stock"
HE$U,"Hawaiian Electric Industries, Inc. 6.5 % Cum QUIPS"
HEAR,Turtle Beach Corporation 
HEB,"Hemispherx BioPharma, Inc. Common Stock"
HEBT,"Hebron Technology Co., Ltd. "
HECO,Strategy Shs EcoLogical Strategy ETF
HEDJ,WisdomTree Europe Hedged Equity Fund
HEEM,iShares Currency Hedged MSCI Emerging Markets ETF
HEES,"H&E Equipment Services, Inc. "
HEFA,iShares Currency Hedged MSCI EAFE ETF
HEI,Heico Corporation Common Stock
HEI.A,Heico Corporation Common Stock
HELE,Helen of Troy Limited 
HEP,"Holly Energy Partners, L.P. Common Stock"
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest
HES,Hess Corporation Common Stock
HESM,Hess Midstream Partners LP Common Units Representing Limited Partner Interests
HEWC,iShares Currency Hedged MSCI Canada ETF
HEWG,iShares Currency Hedged MSCI Germany ETF
HEWI,iShares Currency Hedged MSCI Italy ETF
HEWJ,iShares Currency Hedged MSCI Japan ETF
HEWL,iShares Currency Hedged MSCI Switzerland ETF
HEWP,iShares Currency Hedged MSCI Spain
HEWU,iShares Currency Hedged MSCI United Kingdom ETF
HEWW,iShares Currency Hedged MSCI Mexico ETF
HEWY,iShares Currency Hedged MSCI South Korea ETF
HEXO,HEXO Corp. Common Shares
HEZU,iShares Currency Hedged MSCI Eurozone ETF
HF,"HFF, Inc. Common Stock, Class A"
HFBC,"HopFed Bancorp, Inc. "
HFBL,"Home Federal Bancorp, Inc. of Louisiana "
HFC,HollyFrontier Corporation Common Stock
HFFG,HF Foods Group Inc. 
HFGIC,Hartford Funds NextShares Trust 
HFRO,Highland Floating Rate Opportunities Fund Common Shares
HFWA,Heritage Financial Corporation 
HFXE,IQ 50 Percent Hedged FTSE Europe ETF
HFXI,IQ 50 Percent Hedged FTSE International ETF
HFXJ,IQ 50 Percent Hedged FTSE Japan ETF
HGH,"Hartford Financial Services Group, Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042"
HGLB,Highland Global Allocation Fund Common Stock
HGSH,"China HGS Real Estate, Inc. "
HGV,Hilton Grand Vacations Inc. Common Stock 
HHC,Howard Hughes Corporation (The) Common Stock
HHHH,Wealthbridge Acquisition Limited 
HHHHR,Wealthbridge Acquisition Limited 
HHHHU,Wealthbridge Acquisition Limited 
HHHHW,Wealthbridge Acquisition Limited 
HHS,Harte
HI,Hillenbrand Inc Common Stock
HIBB,"Hibbett Sports, Inc. "
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest
HIFR,"InfraREIT, Inc. Common Stock"
HIFS,Hingham Institution for Savings 
HIG,"Hartford Financial Services Group, Inc. (The) Common Stock"
HIG$G,"Hartford Financial Services Group, Inc. (The) Depositary Shares each representing a 1/1,000th interest in a share of 6.000% Non"
HIG.W,"Hartford Financial Services Group, Inc. (The) Warrants expiring June 26, 2019"
HIHO,Highway Holdings Limited 
HII,"Huntington Ingalls Industries, Inc. Common Stock"
HIIQ,"Health Insurance Innovations, Inc. "
HIL,"Hill International, Inc. Common Stock"
HILO,Columbia EM Quality Dividend ETF
HIMX,"Himax Technologies, Inc. "
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock"
HIPS,GraniteShares HIPS US High Income ETF
HIVE,"Aerohive Networks, Inc. Common Stock"
HIW,"Highwoods Properties, Inc. Common Stock"
HIX,Western Asset High Income Fund II Inc. Common Stock
HJLI,"Hancock Jaffe Laboratories, Inc. "
HJLIW,"Hancock Jaffe Laboratories, Inc. "
HJPX,iShares Currency Hedged JPX
HJV,"MS Structured Asset Corp MS Structured Asset Corp. SATURNS J.C. Penney Company, Inc. Debenture Backed Series 2007"
HK,Halcon Resources Corporation Common Stock
HK.W,Halcon Resources Corporation Warrant
HL,Hecla Mining Company Common Stock
HL$B,Hecla Mining Company Preferred Stock
HLF,Herbalife Nutrition Ltd. Common Stock
HLG,Hailiang Education Group Inc. 
HLI,"Houlihan Lokey, Inc. Class A Common Stock"
HLIT,Harmonic Inc. 
HLM$,Hillman Group Capital Trust Preferred Stock
HLNE,Hamilton Lane Incorporated 
HLT,Hilton Worldwide Holdings Inc. Common Stock 
HLTH,Nobilis Health Corp. Common Stock
HLX,"Helix Energy Solutions Group, Inc. Common Stock"
HMC,"Honda Motor Company, Ltd. Common Stock"
HMG,"HMG/Courtland Properties, Inc. Common Stock"
HMHC,Houghton Mifflin Harcourt Company 
HMI,"Huami Corporation American Depositary Shares, each representing four Class A Ordinary Shares"
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests
HMLP$A,Hoegh LNG Partners LP 8.75% Series A Cumulative Redeemable Preferred Units
HMN,Horace Mann Educators Corporation Common Stock
HMNF,"HMN Financial, Inc. "
HMOP,Hartford Municipal Opportunities ETF
HMST,"HomeStreet, Inc. "
HMSY,HMS Holdings Corp 
HMTA,HomeTown Bankshares Corporation 
HMTV,"Hemisphere Media Group, Inc. "
HMY,Harmony Gold Mining Company Limited
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF
HNGR,"Hanger, Inc. Common Stock"
HNI,HNI Corporation Common Stock
HNNA,"Hennessy Advisors, Inc. "
HNP,Huaneng Power Intl Common Stock
HNRG,Hallador Energy Company 
HNW,Pioneer Diversified High Income Trust Pioneer Diversified High Income Trust Common Shares of Beneficial Interest
HOFT,Hooker Furniture Corporation 
HOG,Harley
HOLD,AdvisorShares Sage Core Reserves ETF
HOLI,"Hollysys Automation Technologies, Ltd. "
HOLX,"Hologic, Inc. "
HOMB,"Home BancShares, Inc. "
HOME,At Home Group Inc. Common Stock
HOML,"ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN due March 13, 2045"
HOMZ,Hoya Capital Housing ETF
HON,Honeywell International Inc. Common Stock
HONE,"HarborOne Bancorp, Inc. "
HONR,InsightShares Patriotic Employers ETF
HOPE,"Hope Bancorp, Inc. "
HOS,Hornbeck Offshore Services Common Stock
HOTH,"Hoth Therapeutics, Inc. "
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock"
HOVNP,Hovnanian Enterprises Inc 
HP,"Helmerich & Payne, Inc. Common Stock"
HPE,Hewlett Packard Enterprise Company Common Stock
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest
HPJ,Highpower International Inc 
HPP,"Hudson Pacific Properties, Inc. Common Stock"
HPQ,HP Inc. Common Stock
HPR,HighPoint Resources Corporation Common Stock
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III
HPT,Hospitality Properties Trust 
HQH,Tekla Healthcare Investors Common Stock
HQL,TeklaLife Sciences Investors Common Stock
HQY,"HealthEquity, Inc. "
HR,Healthcare Realty Trust Incorporated Common Stock
HRB,"H&R Block, Inc. Common Stock"
HRC,Hill
HRI,Herc Holdings Inc. Common Stock 
HRL,Hormel Foods Corporation Common Stock
HROW,"Harrow Health, Inc. "
HRS,Harris Corporation Common Stock
HRTG,"Heritage Insurance Holdings, Inc. Common Stock"
HRTX,"Heron Therapeutics, Inc.   "
HRZN,Horizon Technology Finance Corporation 
HSBC,"HSBC Holdings, plc. Common Stock"
HSBC$A,"HSBC Holdings, plc. ADR SER A REP 1/40 PFD SER A"
HSC,Harsco Corporation Common Stock
HSCZ,iShares Currency Hedged MSCI EAFE Small
HSDT,"Helius Medical Technologies, Inc. "
HSGX,Histogenics Corporation 
HSIC,"Henry Schein, Inc. "
HSII,"Heidrick & Struggles International, Inc. "
HSKA,Heska Corporation 
HSON,"Hudson Global, Inc. "
HSPX,Global X Funds Global X S&P 500 Covered Call ETF
HSRT,Hartford Short Duration ETF
HST,"Host Hotels & Resorts, Inc. Common Stock"
HSTM,"HealthStream, Inc. "
HSY,The Hershey Company Common Stock
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest
HT$C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
HT$D,"Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest, $0.01 par value per share"
HT$E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest
HTA,"Healthcare Trust of America, Inc. Class A Common Stock"
HTAB,Hartford Schroders Tax
HTBI,"HomeTrust Bancshares, Inc. "
HTBK,Heritage Commerce Corp 
HTBX,"Heat Biologics, Inc. "
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
HTFA,Horizon Technology Finance Corporation 6.25% Notes due 2022
HTGC,"Hercules Capital, Inc. Common Stock"
HTGM,"HTG Molecular Diagnostics, Inc. "
