Symbol,Company Name
DWCR,Arrow DWA Country Rotation ETF
DWDP,DowDuPont Inc. Common Stock
DWDP.V,DowDuPont Inc. Common Stock Ex
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF
DWIN,Invesco DWA Tactical Multi
DWLD,Davis Select Worldwide ETF
DWM,WisdomTree International Equity Fund
DWMC,AdvisorShares Dorsey Wright Micro
DWMF,WisdomTree International Multifactor Fund
DWPP,First Trust Dorsey Wright People's Portfolio ETF
DWSH,AdvisorShares Dorsey Wright Short ETF
DWSN,Dawson Geophysical Company 
DWT,VelocityShares 3x Inverse Crude Oil ETNs linked to the S&P GSCI Crude Oil Index ER
DWTR,Invesco DWA Tactical Sector Rotation ETF
DWX,SPDR S&P International Dividend ETF
DX,"Dynex Capital, Inc. Common Stock"
DX$A,"Dynex Capital, Inc. Preferred Stock Series A"
DX$B,"Dynex Capital, Inc. Preferred Series B"
DXB,Deutsche Bk Contingent Cap TR II Tr Pfd Sec
DXC,DXC Technology Company Common Stock 
DXCM,"DexCom, Inc. "
DXD,ProShares UltraShort Dow30
DXF,Dunxin Financial Holdings Limited American Depositary Shares
DXGE,WisdomTree Germany Hedged Equity Fund
DXJ,WisdomTree Japan Hedged Equity Fund
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund
DXLG,"Destination XL Group, Inc. "
DXPE,"DXP Enterprises, Inc. "
DXR,Daxor Corporation Common Stock
DXYN,"The Dixie Group, Inc. "
DY,"Dycom Industries, Inc. Common Stock"
DYB,WisdomTree Dynamic Bearish U.S. Equity Fund
DYLS,WisdomTree Dynamic Long/Short U.S. Equity Fund
DYNC,Vistra Energy Corp. 7.00% Tangible Equity Units
DYNT,Dynatronics Corporation 
DYSL,Dynasil Corporation of America 
DYY,"DB Commodity Double Long ETN due April 1, 2038"
DZK,Direxion Developed Markets Bull 3x Shares
DZSI,"DASAN Zhone Solutions, Inc. "
DZZ,"DB Gold Double Short ETN due February 15, 2038"
E,ENI S.p.A. Common Stock
EA,Electronic Arts Inc. 
EAB,"Entergy Arkansas, LLC First Mortgage Bonds, 4.90% Series Due December 1, 2052"
EAD,Wells Fargo Income Opportunities Fund Common Shares
EAE,"Entergy Arkansas, LLC First Mortgage Bonds, 4.75% Series due June 1, 2063"
EAF,GrafTech International Ltd. Common Stock
EAGG,iShares ESG U.S. Aggregate Bond ETF
EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066"
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest
EARS,Auris Medical Holding Ltd. 
EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF
EASI,Amplify ETF Trust ETF
EAST,"Eastside Distilling, Inc. "
EAT,"Brinker International, Inc. Common Stock"
EB,"Eventbrite, Inc. Class A Common Stock"
EBAY,eBay Inc. 
EBAYL,eBay Inc. 
EBF,"Ennis, Inc. Common Stock"
EBIX,"Ebix, Inc. "
EBIZ,Global X E
EBMT,"Eagle Bancorp Montana, Inc. "
EBND,SPDR Bloomberg Barclays Emerging Markets Local Bond ETF
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share)
EBR.B,Centrais Electricas Brasileiras S.A.
EBS,"Emergent Biosolutions, Inc. Common Stock"
EBSB,"Meridian Bancorp, Inc. "
EBTC,Enterprise Bancorp Inc 
EC,Ecopetrol S.A. American Depositary Shares
ECA,Encana Corporation
ECC,Eagle Point Credit Company Inc. Common Stock
ECCA,Eagle Point Credit Company Inc. Series A Term Preferred Stock due 2022
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028
ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027
ECF,Ellsworth Growth and Income Fund Ltd.
