	Code	PEG
86	ADC	-40.86
183	AGRO	-36.62
189	AGYS	-8.19
172	AGNC	-4.83
58	ACIA	-2.91
91	ADM	-2.03
188	AGX	-1.83
162	AGI	-1.46
10	AAOI	-1.05
42	ACAD	-0.96
84	ADAP	-0.9
56	ACHN	-0.6
185	AGS	-0.48
197	AHT	-0.42
156	AGFS	-0.42
163	AGIO	-0.17
101	ADRO	-0.13
142	AFI	-0.07
94	ADMS	-0.03
67	ACOR	-0.03
70	ACRS	0.0
87	ADES	0.09
95	ADNT	0.45
122	AEL	0.53
6	AAL	0.6
16	AAWW	0.61
28	ABG	0.65
47	ACCO	0.78
9	AAN	0.83
104	ADSK	0.83
165	AGM	0.89
64	ACMR	0.94
123	AEM	1.02
120	AEHR	1.03
127	AER	1.09
151	AGCO	1.14
118	AEGN	1.2
31	ABM	1.21
63	ACM	1.21
106	ADT	1.22
12	AAP	1.31
103	ADS	1.34
51	ACGL	1.36
33	ABR	1.37
23	ABCB	1.4
129	AES	1.48
22	ABC	1.55
41	ACA	1.57
32	ABMD	1.62
1	AA	1.62
77	ACU	1.63
85	ADBE	1.77
20	ABB	1.81
97	ADP	1.86
69	ACRE	1.93
150	AG	1.96
19	AB	1.99
45	ACBI	2.01
13	AAPL	2.33
136	AFG	2.34
37	ABT	2.39
18	AAXN	2.53
55	ACHC	2.58
108	ADUS	2.7
0	A	2.73
21	ABBV	2.74
65	ACN	3.02
121	AEIS	3.17
62	ACLS	3.23
171	AGN	3.34
61	ACIW	3.42
146	AFL	3.42
182	AGR	3.66
126	AEP	3.68
88	ADI	3.86
105	ADSW	3.98
27	ABEV	4.08
11	AAON	4.12
46	ACC	4.29
177	AGO	4.4
115	AEE	5.06
125	AEO	8.28
193	AHH	8.55
14	AAT	18.74
107	ADTN	72.53
133	AEZS	777.0
132	AEYE	777.0
131	AEY	777.0
170	AGMH	777.0
124	AEMD	777.0
128	AERI	777.0
29	ABIL	777.0
24	ABDC	777.0
26	ABEOW	777.0
25	ABEO	777.0
134	AFB	777.0
71	ACRX	777.0
30	ABIO	777.0
3	AABA	777.0
157	AGFSW	777.0
196	AHPI	777.0
164	AGLE	777.0
154	AGEN	777.0
153	AGE	777.0
152	AGD	777.0
7	AAMC	777.0
135	AFC	777.0
8	AAME	777.0
147	AFMD	777.0
144	AFIN	777.0
141	AFHBL	777.0
140	AFH	777.0
139	AFGH	777.0
138	AFGE	777.0
137	AFGB	777.0
15	AAU	777.0
148	AFT	777.0
192	AHC	777.0
116	AEF	777.0
52	ACGLO	777.0
83	ACY	777.0
187	AGTC	777.0
57	ACHV	777.0
78	ACV	777.0
54	ACH	777.0
68	ACP	777.0
53	ACGLP	777.0
89	ADIL	777.0
90	ADILW	777.0
117	AEG	777.0
92	ADMA	777.0
93	ADMP	777.0
48	ACER	777.0
96	ADOM	777.0
44	ACB	777.0
76	ACTG	777.0
175	AGNCN	777.0
43	ACAMU	777.0
174	AGNCM	777.0
40	AC	777.0
39	ABUS	777.0
38	ABTX	777.0
184	AGRX	777.0
109	ADVM	777.0
110	ADX	777.0
111	ADXS	777.0
112	AE	777.0
173	AGNCB	777.0
74	ACST	777.0
66	ACNB	777.0
60	ACIU	777.0
186	AGT	888.0
181	AGQ	888.0
180	AGO$F	888.0
166	AGM$A	888.0
169	AGM.A	888.0
176	AGND	888.0
190	AGZ	888.0
191	AGZD	888.0
194	AHL$C	888.0
161	AGGY	888.0
99	ADRD	888.0
159	AGGE	888.0
2	AAAU	888.0
4	AAC	888.0
5	AADR	888.0
17	AAXJ	888.0
49	ACES	888.0
50	ACET	888.0
59	ACIM	888.0
72	ACSG	888.0
73	ACSI	888.0
75	ACT	888.0
79	ACWF	888.0
80	ACWI	888.0
81	ACWV	888.0
160	AGGP	888.0
82	ACWX	888.0
199	AHT$F	888.0
158	AGG	888.0
155	AGF	888.0
100	ADRE	888.0
102	ADRU	888.0
113	AEB	888.0
114	AED	888.0
119	AEH	888.0
130	AETI	888.0
143	AFIF	888.0
98	ADRA	888.0
149	AFTY	888.0
145	AFK	888.0
195	AHL$D	999.0
178	AGO$B	999.0
35	ABR$B	999.0
36	ABR$C	999.0
167	AGM$B	999.0
198	AHT$D	999.0
179	AGO$E	999.0
34	ABR$A	999.0
168	AGM$C	999.0
