Symbol,Company Name
JNCE,"Jounce Therapeutics, Inc. "
JNJ,Johnson & Johnson Common Stock
JNK,SPDR Bloomberg Barclays High Yield Bond ETF
JNPR,"Juniper Networks, Inc. Common Stock"
JNUG,Direxion Daily Junior Gold Miners Index Bull 3X Shares
JO,iPathA Series B Bloomberg Coffee Subindex Total Return ETN
JOB,GEE Group Inc. Common Stock
JOBS,"51job, Inc. "
JOE,St. Joe Company (The) Common Stock
JOF,Japan Smaller Capitalization Fund Inc Common Stock
JOUT,Johnson Outdoors Inc. 
JP,"Jupai Holdings Limited American Depositary Shares, each representing six ordinary shares"
JPC,Nuveen Preferred & Income Opportunities Fund
JPED,JPMorgan Event Driven ETF
JPEH,JPMorgan Diversified Return Europe Currency Hedged ETF
JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF
JPEU,JPMorgan Diversified Return Europe Equity ETF
JPGB,JPMorgan Global Bond Opportunities ETF
JPGE,JPMorgan Diversified Return Global Equity ETF
JPHF,J P Morgan Chase & Co ETF
JPHY,JPMorgan Disciplined HY ETF
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest
JPIH,JPMorgan Diversified Return International Currency Hedged ETF
JPIN,JPMorgan Diversified Return International Equity ETF
JPLS,JPMorgan Long/Short ETF
JPM,JP Morgan Chase & Co. Common Stock
JPM$A,J P Morgan Chase & Co Depositary Shs Repstg 1/400 Pfd Ser P
JPM$C,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non"
JPM$D,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th  interest in a share of 5.75% Non"
JPM$E,J P Morgan Chase & Co Depository Shares Representing 1/400th Int Perp Pfd Ser W
JPM$F,"J P Morgan Chase & Co Depositary Shares, each representing 1/400th interest in a share of 6.125% Non"
JPM$G,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.10% Non"
JPM$H,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.15% Non"
JPMB,JPMorgan USD Emerging Markets Sovereign Bond ETF
JPME,JPMorgan Diversified Return U.S. Mid Cap Equity ETF
JPMF,JPMorgan Managed Futures Strategy ETF
JPMV,iShares Edge MSCI Min Vol Japan ETF
JPN,Xtrackers Japan JPX
JPNL,Direxion Daily Japan Bull 3X ETF
JPS,Nuveen Preferred & Income Securities Fund
JPSE,JPMorgan Diversified Return U.S. Small Cap Equity ETF
JPST,JPMorgan Ultra
JPT,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest
JPUS,JPMorgan Diversified Return U.S. Equity ETF
JPXN,iShares JPX
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
JQUA,JPMorgan U.S. Quality Factor ETF
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
JRJC,China Finance Online Co. Limited 
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest
JRSH,"Jerash Holdings (US), Inc. "
JRVR,"James River Group Holdings, Ltd. "
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest
JSM,Navient Corporation 
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF
JSML,Janus Henderson Small Cap Growth Alpha ETF
JSYN,Jensyn Acquistion Corp. 
JSYNR,Jensyn Acquistion Corp. 
JSYNU,Jensyn Acquistion Corp. 
JSYNW,Jensyn Acquistion Corp. 
JT,"Jianpu Technology Inc. American depositary shares, each two representing five Class A ordinary shares"
JTA,Nuveen Tax
JTD,Nuveen Tax
JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF
JVA,"Coffee Holding Co., Inc. "
JVAL,JPMorgan U.S. Value Factor ETF
JW.A,"John Wiley & Sons, Inc. Common Stock"
JW.B,"John Wiley & Sons, Inc. Common Stock"
JWN,"Nordstrom, Inc. Common Stock"
JXI,iShares Global Utilities ETF
JYNT,The Joint Corp. 
K,Kellogg Company Common Stock
KAI,Kadant Inc Common Stock
KALA,"Kala Pharmaceuticals, Inc. "
KALL,KraneShares MSCI All China Index ETF
KALU,Kaiser Aluminum Corporation 
KALV,"KalVista Pharmaceuticals, Inc. "
KAMN,Kaman Corporation Common Stock
KAR,"KAR Auction Services, Inc Common Stock"
KARS,KraneShares Electric Vehicles and Future Mobility Index ETF
KB,KB Financial Group Inc
KBA,KraneShares Bosera MSCI China A ETF
KBAL,"Kimball International, Inc. "
KBE,SPDR S&P Bank ETF
KBH,KB Home Common Stock
KBLM,KBL Merger Corp. IV 
KBLMR,KBL Merger Corp. IV 
KBLMU,KBL Merger Corp. IV 
KBLMW,KBL Merger Corp. IV 
KBR,"KBR, Inc. Common Stock"
KBSF,KBS Fashion Group Limited 
KBWB,Invesco KBW Bank ETF
KBWD,Invesco KBW High Dividend Yield Financial ETF
KBWP,Invesco KBW Property & Casualty Insurance ETF
KBWR,Invesco KBW Regional Banking ETF
KBWY,Invesco KBW Premium Yield Equity REIT ETF
KCAP,"KCAP Financial, Inc. "
KCAPL,"KCAP Financial, Inc. "
KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF
KCE,SPDR S&P Capital Markets ETF
KCNY,KraneShares E Fund China Commercial Paper ETF
KDMN,"Kadmon Holdings, Inc. Common Stock"
KDP,Keurig Dr Pepper Inc. Common Stock
KE,"Kimball Electronics, Inc. "
KEG,"Key Energy Services, Inc. Common Stock"
