	Code	PEG
37	WNS	2.01
228	MSI	2.02
102	PRA	2.02
269	MGRC	2.02
121	FFWM	2.02
277	TTGT	2.02
85	DXCM	2.04
205	IR	2.04
87	KMDA	2.05
229	MSFT	2.06
153	CSX	2.07
255	WELL	2.08
98	BG	2.08
261	APD	2.09
69	SBH	2.1
88	JPM	2.13
122	FFNW	2.13
49	EVTC	2.17
154	COTY	2.18
128	AXAS	2.18
145	NWBI	2.18
38	WMB	2.19
170	SIGI	2.19
63	HCCI	2.19
171	SHOO	2.21
209	LADR	2.22
99	BFIN	2.22
28	LSCC	2.23
188	TRU	2.23
56	BSAC	2.23
239	FORR	2.25
172	SID	2.25
113	YPF	2.26
210	KWR	2.27
230	MTB	2.28
248	GOOG	2.28
262	APTV	2.28
75	TFX	2.29
222	SPLK	2.29
64	HOMB	2.3
240	FOSL	2.32
0	AAPL	2.33
39	WMGI	2.33
189	TRTX	2.34
76	SWM	2.35
29	LULU	2.35
20	NFLX	2.36
1	ABT	2.39
166	ITRN	2.39
25	DHT	2.4
177	CW	2.4
193	CBSH	2.4
77	SVM	2.42
108	AJG	2.42
45	ENIA	2.42
103	PRSP	2.44
57	CASY	2.46
249	HAS	2.46
78	SYK	2.47
79	SWX	2.48
58	BRKL	2.49
21	NFBK	2.5
14	PFPT	2.5
275	RJF	2.51
155	COO	2.52
223	SPG	2.52
2	AAXN	2.53
73	GDDY	2.54
231	MTG	2.54
190	THO	2.55
146	NVO	2.55
59	BRKR	2.58
139	HUBS	2.58
70	SBAC	2.58
114	ZAYO	2.58
140	IEX	2.59
156	CPB	2.6
65	HD	2.6
191	TJX	2.61
129	AVX	2.61
10	RELL	2.61
147	OMC	2.61
46	EMN	2.61
263	AOS	2.64
216	OTTR	2.65
15	PFGC	2.65
16	POWL	2.66
115	YETI	2.66
17	PETS	2.67
232	MSCI	2.69
50	EVOP	2.7
22	NEU	2.71
211	LAKE	2.71
130	BCH	2.71
194	CBU	2.71
66	HOLX	2.72
241	FOX	2.72
3	A	2.73
250	GOOS	2.74
100	BGS	2.74
4	ABBV	2.74
157	COT	2.75
116	YUMC	2.76
278	TTD	2.77
60	BRO	2.78
93	USB	2.78
233	MTCH	2.79
195	CBPO	2.79
80	SWK	2.8
148	NVT	2.81
61	BRKS	2.81
196	CCBG	2.83
89	JNJ	2.84
242	FOE	2.84
243	FOXA	2.86
178	CVET	2.87
270	MGM	2.89
179	CVLT	2.92
123	FFIN	2.92
251	GOOGL	2.92
224	SPGI	2.92
109	AIV	2.94
244	FUN	2.95
149	NUVA	2.96
173	SIMO	2.97
217	ORN	2.98
271	MFSF	2.99
26	DHR	2.99
18	PG	2.99
225	SPB	3.0
110	AINV	3.01
11	QGEN	3.05
256	WEN	3.08
19	PFE	3.1
245	FR	3.15
180	DENN	3.16
234	MTD	3.16
218	OTEX	3.19
40	WM	3.19
257	WB	3.22
279	UGI	3.26
51	EVRG	3.28
