	Code	PEG
18	BRK.B	-100.0
5	AGN	-100.0
81	RTN	-100.0
20	CAT	-5.78
89	TXN	-3.67
92	UPS	-2.54
26	COST	-0.96
82	SBUX	-0.93
77	PG	-0.6
31	DHR	-0.19
34	DUK	0.03
10	AXP	0.62
48	HON	0.63
69	NEE	0.85
22	CL	1.64
84	SO	1.64
80	QCOM	1.65
50	INTC	2.02
99	WMT	2.19
73	ORCL	2.38
87	TGT	3.01
88	TMO	3.03
33	DOW	3.04
60	MCD	3.58
0	AAPL	4.36
64	MMM	4.4
37	F	4.44
35	EMR	4.93
70	NFLX	5.05
58	LOW	5.1
21	CHTR	5.11
91	UNP	5.22
72	NVDA	5.45
39	FDX	5.58
24	COF	5.71
96	VZ	6.22
97	WBA	6.35
68	MSFT	7.01
3	ACN	7.12
47	HD	8.01
79	PYPL	8.11
75	PEP	8.17
59	MA	8.19
11	BA	8.37
13	BIIB	8.47
61	MDLZ	8.83
16	BLK	9.19
76	PFE	9.44
57	LMT	9.85
93	USB	9.85
32	DIS	9.89
55	KO	10.0
23	CMCSA	10.06
62	MDT	10.21
90	UNH	10.77
9	AMZN	10.89
2	ABT	10.91
36	EXC	11.03
8	AMGN	11.11
4	ADBE	11.75
49	IBM	12.1
38	FB	12.36
85	SPG	12.87
53	KHC	13.0
30	DD	13.02
95	V	13.03
67	MS	13.24
63	MET	15.0
78	PM	15.0
44	GOOG	15.4
51	JNJ	15.45
14	BK	15.53
45	GOOGL	15.65
71	NKE	15.89
52	JPM	16.07
12	BAC	16.18
15	BKNG	17.58
86	T	18.44
46	GS	18.56
40	GD	19.02
43	GM	19.27
56	LLY	19.96
66	MRK	20.09
27	CSCO	20.15
17	BMY	20.96
6	AIG	21.81
98	WFC	22.17
42	GILD	22.28
74	OXY	22.53
41	GE	24.0
65	MO	24.24
94	UTX	27.31
7	ALL	28.75
1	ABBV	29.06
100	XOM	30.7
54	KMI	30.92
29	CVX	33.28
28	CVS	34.84
25	COP	35.29
19	C	41.25
83	SLB	43.97
