Symbol,Company Name
SUPN,"Supernus Pharmaceuticals, Inc. "
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares
SURF,"Surface Oncology, Inc. "
SUSA,iShares MSCI USA ESG Select ETF
SUSB,iShares ESG 1
SUSC,iShares ESG USD Corporate Bond ETF
SUZ,Suzano Papel e Celulose S.A. American Depositary Shares (each representing two Common Shares)
SVA,"Sinovac Biotech, Ltd. "
SVBI,Severn Bancorp Inc 
SVM,Silvercorp Metals Inc. Common Shares
SVMK,SVMK Inc. 
SVRA,"Savara, Inc. "
SVT,"Servotronics, Inc. Common Stock"
SVVC,"Firsthand Technology Value Fund, Inc. "
SVXY,ProShares Short VIX Short Term Futures ETF
SWAN,Amplify ETF Trust Amplify BlackSwan Growth & Treasury Core ETF
SWAV,"ShockWave Medical, Inc. "
SWCH,"Switch, Inc. Class A Common Stock"
SWI,SolarWinds Corporation Common Stock
SWIR,"Sierra Wireless, Inc. "
SWJ,"Stanley Black & Decker, Inc. 5.75% Junior Subordinated Debenture due 2052"
SWK,"Stanley Black & Decker, Inc. Common Stock"
SWKS,"Skyworks Solutions, Inc. "
SWM,Schweitzer
SWN,Southwestern Energy Company Common Stock
SWP,"Stanley Black & Decker, Inc. Corporate Units"
SWX,"Southwest Gas Holdings, Inc. Common Stock"
SWZ,"Swiss Helvetia Fund, Inc. (The) Common Stock"
SXC,"SunCoke Energy, Inc. Common Stock"
SXCP,"SunCoke Energy Partners, L.P. Common Units Representing Limited partner Interests"
SXI,Standex International Corporation Common Stock
SXT,Sensient Technologies Corporation Common Stock
SXTC,"China SXT Pharmaceuticals, Inc. "
SYBT,"Stock Yards Bancorp, Inc. "
SYBX,"Synlogic, Inc. "
SYE,SPDR MFS Systematic Core Equity ETF
SYF,Synchrony Financial Common Stock
SYG,SPDR MFS Systematic Growth Equity ETF
SYK,Stryker Corporation Common Stock
SYKE,"Sykes Enterprises, Incorporated "
SYLD,Cambria Shareholder Yield ETF
SYMC,Symantec Corporation 
SYN,"Synthetic Biologics, Inc. Common Stock"
SYNA,Synaptics Incorporated 
SYNC,"Synacor, Inc. "
SYNH,"Syneos Health, Inc. "
SYNL,Synalloy Corporation 
SYPR,"Sypris Solutions, Inc. "
SYRS,"Syros Pharmaceuticals, Inc. "
SYV,SPDR MFS Systematic Value Equity ETF
SYX,Systemax Inc. Common Stock
SYY,Sysco Corporation Common Stock
SZC,Cushing Renaissance Fund (The) Common Shares of Beneficial Interest
SZK,ProShares UltraShort Consumer Goods
SZNE,Pacer CFRA
SZO,"DB Crude Oil Short ETN due June 1, 2038"
T,AT&T Inc.
TA,TravelCenters of America LLC 
TAC,TransAlta Corporation Ordinary Shares
TACO,"Del Taco Restaurants, Inc. "
TACOW,"Del Taco Restaurants, Inc. "
TACT,TransAct Technologies Incorporated 
TAGS,Teucrium Agricultural Fund ETV
TAIL,Cambria Tail Risk ETF
TAIT,Taitron Components Incorporated 
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
TAL,TAL Education Group American Depositary Shares
TALO,"Talos Energy, Inc. Common Stock"
TALO.W,"Talos Energy, Inc. Warrants"
TAN,Invesco Solar ETF
TANH,Tantech Holdings Ltd. 
TANNI,TravelCenters of America LLC 
TANNL,TravelCenters of America LLC 
TANNZ,TravelCenters of America LLC 
TAO,Invesco China Real Estate ETF
TAOP,Taoping Inc. 
TAP,Molson Coors Brewing Company Class B Common Stock
TAP.A,Molson Coors Brewing  Company Molson Coors Brewing Company Class A Common Stock
TAPR,Barclays PLC 
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares
TAST,"Carrols Restaurant Group, Inc. "
TAT,TransAtlantic Petroleum Ltd Ordinary Shares (Bermuda)
TATT,TAT Technologies Ltd. 
TAWK,Direxion Daily Communication Services Index Bull 3X Shares
TAXF,American Century Diversified Municipal Bond ETF
TAYD,"Taylor Devices, Inc. "
TBB,AT&T Inc. 5.350% Global Notes due 2066
TBBK,"The Bancorp, Inc. "
TBC,AT&T Inc. 5.625% Global Notes due 2067
TBF,ProShares Short 20+ Year Treasury
TBI,"TrueBlue, Inc. Common Stock"
TBIO,"Translate Bio, Inc. "
TBK,"Triumph Bancorp, Inc. "
TBLT,"ToughBuilt Industries, Inc. "
TBLTU,"ToughBuilt Industries, Inc. "
TBLTW,"ToughBuilt Industries, Inc. "
TBLU,Tortoise Global Water ESG Fund
TBNK,Territorial Bancorp Inc. 
TBPH,"Theravance Biopharma, Inc. "
TBRG,"Thunder Bridge Acquisition, Ltd. "
TBRGU,"Thunder Bridge Acquisition, Ltd. "
TBRGW,"Thunder Bridge Acquisition, Ltd. "
TBT,ProShares UltraShort Lehman 20  Year Treasury
TBX,ProShares Short 7 10 Year Treasury
TC,TuanChe Limited 
TCBI,"Texas Capital Bancshares, Inc. "
TCBIL,"Texas Capital Bancshares, Inc. "
TCBIP,"Texas Capital Bancshares, Inc. "
TCBK,TriCo Bancshares 
TCCO,Technical Communications Corporation 
