	Code	PEG
0	ANTM	1.01
77	F	1.02
29	CNC	1.02
125	NUE	1.03
109	LKQ	1.04
142	PVH	1.05
40	CI	1.06
63	COF	1.06
110	LYB	1.07
41	BIIB	1.07
111	LEN	1.08
14	WFC	1.08
42	BMY	1.09
126	MYL	1.11
127	MET	1.11
143	PXD	1.11
160	TPR	1.12
94	INCY	1.12
26	HIG	1.13
1	AIG	1.14
95	GPS	1.14
144	REGN	1.16
78	FANG	1.16
2	ALB	1.17
79	FTI	1.18
161	TSN	1.19
64	CMCSA	1.2
30	FDX	1.2
15	WU	1.21
128	MS	1.22
65	DFS	1.23
80	FB	1.24
43	CCL	1.24
96	HPE	1.24
129	MPC	1.25
97	HCA	1.25
145	RE	1.25
162	TXT	1.26
98	HOG	1.28
32	WBA	1.33
66	CTL	1.34
44	BAC	1.34
130	MTB	1.35
3	ALL	1.35
45	BWA	1.36
146	PHM	1.36
112	KMX	1.37
46	BEN	1.37
67	CTSH	1.39
36	SEE	1.4
131	NOC	1.4
113	LUV	1.4
163	TMUS	1.4
114	J	1.41
16	ULTA	1.42
147	RCL	1.42
99	GS	1.42
68	CSX	1.42
132	NTAP	1.42
115	LRCX	1.43
133	MCK	1.43
164	SWKS	1.44
17	WCG	1.45
47	CB	1.45
48	AVGO	1.45
49	CBRE	1.46
4	ABC	1.47
116	JBHT	1.47
82	FITB	1.48
50	AXP	1.48
165	SIVB	1.48
100	HUM	1.48
117	KLAC	1.48
81	EMN	1.48
148	RF	1.49
118	LEG	1.49
83	EBAY	1.49
84	ETFC	1.51
119	LOW	1.51
69	CPRI	1.51
134	NCLH	1.51
120	KSU	1.52
51	AZO	1.53
53	BK	1.54
52	CAT	1.54
54	BKNG	1.55
70	CVS	1.55
166	TRV	1.55
18	UNH	1.55
5	AAL	1.57
71	DVN	1.59
6	ANET	1.59
167	SNA	1.6
19	XYL	1.6
55	CCI	1.61
149	ORCL	1.61
20	VMC	1.62
85	FMC	1.62
37	PCAR	1.62
135	NVR	1.63
56	CAH	1.63
7	AMT	1.64
8	AES	1.65
168	STT	1.67
121	JCI	1.67
86	FLT	1.67
87	DXC	1.67
25	ZION	1.68
33	ABMD	1.68
21	WAB	1.7
136	MHK	1.7
27	INTC	1.7
88	EOG	1.7
137	NTRS	1.71
169	TSCO	1.71
57	CFG	1.71
150	ORLY	1.72
72	DOV	1.72
9	APTV	1.72
101	GWW	1.73
10	AAP	1.73
22	WLTW	1.73
89	GD	1.75
103	GOOGL	1.75
102	GOOG	1.75
31	BBY	1.75
59	BLK	1.76
23	UPS	1.76
58	CE	1.76
170	TFC	1.77
171	TROW	1.78
73	CMI	1.78
173	RTN	1.79
172	TEL	1.79
28	GPN	1.81
122	KHC	1.82
151	RL	1.83
74	CTVA	1.84
24	UHS	1.84
152	PSX	1.84
123	LH	1.85
153	QCOM	1.86
138	MO	1.86
90	EXPE	1.87
91	FAST	1.88
60	CDW	1.88
11	AGN	1.89
75	COP	1.89
154	PFG	1.89
38	AON	1.9
124	JPM	1.9
92	ETN	1.9
105	IR	1.91
104	GL	1.91
156	NWL	1.92
139	MRK	1.92
140	MCHP	1.92
155	PNC	1.92
157	PGR	1.93
61	CHTR	1.93
106	IQV	1.95
158	PKI	1.96
141	MMC	1.96
62	BDX	1.96
159	QRVO	1.97
93	FBHS	1.97
107	HD	1.98
76	DRI	1.98
34	APD	1.99
39	NSC	1.99
12	AMAT	1.99
108	HST	2.0
35	FLS	2.0
13	ADI	2.0
