	Code	PEG
14	NEM	0.0
23	NRG	0.2
19	NLSN	0.99
27	NUE	1.03
1	MS	1.22
5	MTB	1.35
20	NOC	1.4
25	NTAP	1.42
26	NTRS	1.71
24	NSC	1.99
0	MRO	2.43
17	NKE	2.55
4	MSI	2.71
15	NFLX	3.29
13	NEE	3.65
16	NI	4.12
2	MSCI	4.16
21	NOV	8.36
18	NLOK	12.89
22	NOW	22.24
61	PRGO	999.0
60	PPL	999.0
59	PPG	999.0
58	PNW	999.0
57	PNR	999.0
71	RCL	999.0
55	PM	999.0
62	PRU	999.0
54	PLD	999.0
53	PKI	999.0
52	PKG	999.0
51	PHM	999.0
56	PNC	999.0
63	PSA	999.0
68	PYPL	999.0
65	PVH	999.0
66	PWR	999.0
67	PXD	999.0
72	RE	999.0
69	QCOM	999.0
77	RJF	999.0
50	PH	999.0
76	RHI	999.0
75	RF	999.0
74	REGN	999.0
73	REG	999.0
70	QRVO	999.0
64	PSX	999.0
49	PGR	999.0
39	OXY	999.0
47	PFG	999.0
3	MSFT	999.0
6	MTD	999.0
7	MU	999.0
8	MXIM	999.0
9	MYL	999.0
10	NBL	999.0
11	NCLH	999.0
12	NDAQ	999.0
28	NVDA	999.0
29	NVR	999.0
30	NWL	999.0
31	NWS	999.0
32	NWSA	999.0
33	O	999.0
34	ODFL	999.0
35	OKE	999.0
36	OMC	999.0
37	ORCL	999.0
38	ORLY	999.0
78	RL	999.0
40	PAYX	999.0
41	PBCT	999.0
42	PCAR	999.0
43	PEAK	999.0
44	PEG	999.0
45	PEP	999.0
46	PFE	999.0
48	PG	999.0
79	RMD	999.0
