	Code	PEG
1	ROL	0.0
21	STE	0.0
71	VRSN	0.0
50	UA	0.0
52	UAL	0.34
47	TWTR	0.58
57	UNM	0.59
60	URI	0.69
27	SYF	0.87
41	TPR	1.12
45	TSN	1.19
49	TXT	1.26
77	WBA	1.33
40	TMUS	1.4
9	SEE	1.4
55	ULTA	1.42
26	SWKS	1.44
78	WCG	1.45
11	SIVB	1.48
43	TRV	1.55
56	UNH	1.55
15	SNA	1.6
68	VMC	1.62
22	STT	1.67
75	WAB	1.7
44	TSCO	1.71
59	UPS	1.76
34	TFC	1.77
42	TROW	1.78
5	RTN	1.79
33	TEL	1.79
54	UHS	1.84
63	V	2.02
58	UNP	2.1
72	VRTX	2.1
62	UTX	2.12
39	TMO	2.13
31	TAP	2.13
51	UAA	2.14
61	USB	2.18
38	TJX	2.23
10	SHW	2.24
7	SBUX	2.27
25	SWK	2.31
32	TDG	2.37
29	SYY	2.38
35	TFX	2.39
67	VLO	2.44
30	T	2.45
3	ROST	2.52
28	SYK	2.56
36	TGT	2.59
2	ROP	2.59
48	TXN	2.6
24	STZ	2.6
37	TIF	2.62
18	SPG	2.72
76	WAT	2.76
0	ROK	2.8
13	SLB	2.99
8	SCHW	3.02
19	SPGI	3.07
16	SNPS	3.09
46	TTWO	3.13
6	SBAC	3.13
20	SRE	3.16
4	RSG	3.31
14	SLG	3.36
70	VRSK	3.43
74	VZ	3.79
53	UDR	3.94
17	SO	4.58
12	SJM	5.12
69	VNO	6.09
73	VTR	6.29
23	STX	10.2
79	WDC	20.71
66	VIAC	999.0
65	VFC	999.0
64	VAR	999.0
