	Code	PEG
50	GM	0.67
21	C	0.91
40	F	1.02
30	COF	1.06
22	BIIB	1.07
10	WFC	1.08
23	BMY	1.09
70	MET	1.11
0	AIG	1.14
31	CMCSA	1.2
41	FDX	1.2
71	MS	1.22
42	FB	1.24
11	WBA	1.33
24	BAC	1.34
1	ALL	1.35
51	GS	1.42
25	AXP	1.48
60	LOW	1.51
26	BK	1.54
32	CAT	1.54
27	BKNG	1.55
33	CVS	1.55
12	UNH	1.55
80	ORCL	1.61
61	INTC	1.7
53	GOOG	1.75
54	GOOGL	1.75
52	GD	1.75
13	UPS	1.76
28	BLK	1.76
90	RTN	1.79
62	KHC	1.82
72	MO	1.86
91	QCOM	1.86
2	AGN	1.89
34	COP	1.89
63	JPM	1.9
73	MRK	1.92
35	CHTR	1.93
55	HD	1.98
14	V	2.02
43	DD	2.07
64	LLY	2.1
15	UNP	2.1
74	MMM	2.1
16	UTX	2.12
92	TMO	2.13
56	IBM	2.14
17	USB	2.18
3	ABBV	2.22
81	PM	2.22
4	AAPL	2.25
5	AMGN	2.26
93	SBUX	2.27
57	HON	2.39
6	ABT	2.41
94	T	2.45
65	JNJ	2.45
75	MSFT	2.53
66	MA	2.54
82	NKE	2.55
7	ACN	2.57
95	TGT	2.59
96	TXN	2.6
8	ADBE	2.61
83	PYPL	2.66
44	EMR	2.67
67	LMT	2.7
97	SPG	2.72
36	CSCO	2.74
58	GE	2.83
45	DHR	2.86
76	MDLZ	2.87
77	MDT	2.88
20	XOM	2.95
98	SLB	2.99
78	MCD	3.14
84	NFLX	3.29
9	AMZN	3.34
85	PG	3.36
86	PEP	3.5
46	EXC	3.5
79	NEE	3.65
87	PFE	3.68
47	DUK	3.72
18	VZ	3.79
48	DOW	3.99
59	GILD	4.02
68	KO	4.04
37	COST	4.27
69	KMI	4.48
99	SO	4.58
19	WMT	4.71
38	CVX	4.96
88	OXY	5.46
49	DIS	5.68
39	CL	5.71
89	NVDA	6.05
29	BA	42.06
