	Code	PEG
39	FDX	-7.03
43	GM	-5.67
25	COP	-4.12
33	DOW	-2.75
37	F	-1.86
53	KHC	-1.56
74	OXY	-1.23
6	AIG	0.17
80	QCOM	0.77
19	C	0.77
17	BMY	0.96
7	ALL	1.01
58	LOW	1.33
63	MET	1.38
73	ORCL	1.38
67	MS	1.39
57	LMT	1.41
90	UNH	1.44
81	RTN	1.46
10	AXP	1.56
21	CHTR	1.62
23	CMCSA	1.63
13	BIIB	1.7
15	BKNG	1.71
12	BAC	1.73
4	ADBE	1.77
66	MRK	1.78
50	INTC	1.85
24	COF	1.87
65	MO	1.91
87	TGT	1.91
56	LLY	1.92
98	WFC	1.92
79	PYPL	1.93
29	CVX	1.98
71	NKE	2.0
95	V	2.0
8	AMGN	2.06
68	MSFT	2.06
52	JPM	2.09
94	UTX	2.11
91	UNP	2.12
27	CSCO	2.14
92	UPS	2.25
44	GOOG	2.27
2	ABT	2.3
0	AAPL	2.31
59	MA	2.32
70	NFLX	2.33
88	TMO	2.33
89	TXN	2.49
85	SPG	2.52
41	GE	2.54
47	HD	2.59
14	BK	2.61
86	T	2.65
30	DD	2.66
62	MDT	2.69
1	ABBV	2.71
46	GS	2.72
54	KMI	2.73
78	PM	2.75
93	USB	2.78
82	SBUX	2.79
51	JNJ	2.8
38	FB	2.84
45	GOOGL	2.91
83	SLB	2.92
77	PG	2.97
31	DHR	2.99
3	ACN	3.02
76	PFE	3.08
16	BLK	3.17
9	AMZN	3.24
5	AGN	3.34
72	NVDA	3.39
48	HON	3.44
69	NEE	3.59
28	CVS	3.6
61	MDLZ	3.88
35	EMR	3.96
97	WBA	3.98
34	DUK	4.09
60	MCD	4.23
99	WMT	4.59
26	COST	4.84
96	VZ	5.35
42	GILD	5.43
55	KO	5.56
75	PEP	5.81
49	IBM	7.55
20	CAT	9.46
100	XOM	12.58
84	SO	13.2
64	MMM	24.86
22	CL	27.01
36	EXC	31.65
32	DIS	44.23
11	BA	67.62
18	BRK.B	777.0
40	GD	777.0
