	Code	PEG
7	V	2.02
19	DD	2.07
36	MMM	2.1
30	LLY	2.1
8	UNP	2.1
9	UTX	2.12
51	TMO	2.13
26	IBM	2.14
10	USB	2.18
42	PM	2.22
0	ABBV	2.22
1	AAPL	2.25
2	AMGN	2.26
52	SBUX	2.27
27	HON	2.39
3	ABT	2.41
31	JNJ	2.45
53	T	2.45
37	MSFT	2.53
32	MA	2.54
43	NKE	2.55
4	ACN	2.57
54	TGT	2.59
55	TXN	2.6
5	ADBE	2.61
44	PYPL	2.66
20	EMR	2.67
33	LMT	2.7
56	SPG	2.72
15	CSCO	2.74
28	GE	2.83
21	DHR	2.86
38	MDLZ	2.87
39	MDT	2.88
13	XOM	2.95
57	SLB	2.99
40	MCD	3.14
45	NFLX	3.29
6	AMZN	3.34
46	PG	3.36
22	EXC	3.5
47	PEP	3.5
41	NEE	3.65
48	PFE	3.68
23	DUK	3.72
11	VZ	3.79
24	DOW	3.99
29	GILD	4.02
34	KO	4.04
16	COST	4.27
35	KMI	4.48
58	SO	4.58
12	WMT	4.71
17	CVX	4.96
49	OXY	5.46
25	DIS	5.68
18	CL	5.71
50	NVDA	6.05
14	BA	42.06
